OBJECTID,Tract_1,CIscore,HazScore,HealthScore,SVscore,CCVscore,Shape__Area,Shape__Length
1427,6037262802,6,2,2,1,1,4812891.9140625,13957.6941271072
1428,6037262706,6,1,3,1,1,3290927.890625,7905.88675186745
1429,6037262604,4,1,1,1,1,8112231.04296875,19059.2737473506
1430,6037262501,7,2,3,1,1,2395304.21875,7292.46935713251
1431,6037241202,16,4,5,5,2,1694704.453125,5159.35395306545
1432,6037128601,14,5,2,3,4,999211.5859375,5099.28918901603
1433,6037128102,14,3,2,5,4,950667.49609375,3900.10345997367
1434,6037128101,10,3,2,2,3,950678.44140625,3900.12664027724
1435,6037127806,14,4,2,4,4,1000943.4375,4968.58008182759
1436,6037127804,10,2,2,4,2,935165.6953125,3868.2147876912
1437,6037127803,16,4,2,5,5,941137.23828125,3880.59686453159
1438,6037127711,11,3,3,3,2,1383729.51171875,4995.74374695717
1439,6037127603,13,3,3,4,3,641685.34765625,3592.17085903612
1440,6037127104,11,4,2,3,2,1040641.5,4157.98455982405
1441,6037127103,16,5,2,5,4,419185.69921875,2783.25329263346
1442,6037125502,16,5,5,2,4,766207.2578125,3548.73553073677
1443,6037293302,12,5,3,3,1,1621274.62109375,5634.21450901169
1444,6037670403,4,1,1,1,1,2422975.34375,7089.41017777536
1445,6037574100,7,2,2,1,2,2671512.40234375,7458.87674482084
1446,6037101210,14,4,1,4,5,951617.8984375,4451.77865774702
1447,6037574400,7,1,1,1,4,4935549.984375,8970.23210825157
1448,6037576802,10,1,2,2,5,678814.01953125,3402.02720760219
1449,6037576801,12,3,2,2,5,748003.6875,3616.35433157557
1450,6037576700,11,3,2,1,5,1134092.17578125,4364.70977266297
1451,6037576601,12,3,2,2,5,670598.44140625,3859.84831192518
1452,6037576602,10,3,1,1,5,1487038.796875,14396.9541065953
1453,6037576501,12,2,2,3,5,420237.51171875,2677.36414304988
1454,6037576503,11,1,2,3,5,452737.06640625,2906.46915800716
1455,6037576200,17,3,4,5,5,1011687.515625,4115.88361840193
1456,6037576401,15,3,2,5,5,470539.9296875,2909.77165454047
1457,6037576403,16,4,2,5,5,471689.5390625,2915.41385728704
1458,6037294110,13,4,4,3,2,1442545.0234375,6159.85042222445
1459,6037294610,14,3,4,4,3,1188280.02734375,4384.35983118419
1460,6037543604,10,2,4,3,1,3814159.81640625,8300.02780271718
1461,6037576502,11,1,2,3,5,445745.38671875,2949.24870919002
1462,6037294620,15,4,3,5,3,1229365.93359375,4638.84929943131
1463,6037294410,13,5,3,4,1,1215654.8984375,4621.004983095
1464,6037101110,10,3,1,3,3,1677572.3515625,5561.2834096174
1465,6037294200,13,4,5,3,1,1388799.16015625,4733.91920326298
1466,6037543903,13,4,4,3,2,1976093.5625,7902.85439399125
1467,6037572202,8,2,2,2,2,2245312.1796875,6594.8466922961
1468,6037543701,7,1,2,3,1,923715.97265625,4087.35773667185
1469,6037113322,5,1,1,1,2,2620120.58984375,7416.97969737364
1470,6037113421,12,4,1,4,3,3229711.58984375,7979.55124304112
1471,6037115201,9,2,1,2,4,2010218.19921875,6711.94624984574
1472,6037115302,11,4,1,4,2,1227526.546875,4639.28488152844
1473,6037115202,11,5,1,2,3,2552513.2421875,6916.84832631377
1474,6037115101,5,1,1,1,2,5693090.421875,9746.17014658123
1475,6037117301,6,1,1,2,2,1962628.515625,5975.68860664147
1476,6037117302,8,2,1,2,3,3006099.6875,9677.44624017028
1477,6037117404,8,3,1,2,2,2589167,6536.27424915471
1478,6037115401,10,4,1,3,2,2794118.5546875,7533.95448427768
1479,6037119320,11,2,2,5,2,723096.75,3448.39400855799
1480,6037117510,15,4,2,5,4,493523.51953125,3012.70084577526
1481,6037119340,13,1,2,5,5,179191.1328125,1710.52749280471
1482,6037119310,11,1,2,4,4,626489.57421875,3707.15173460453
1483,6037119400,11,2,2,4,3,1644049.328125,5226.65866950306
1484,6037602105,16,5,5,5,1,925330.62109375,3847.93400789295
1485,6037601600,14,3,5,5,1,1330171.72265625,4725.00409182463
1486,6037601700,16,4,5,5,2,1140602.38671875,4665.85229632092
1487,6037601801,15,4,5,5,1,705001.296875,3875.81570579785
1488,6037601802,16,4,5,5,2,707581.1953125,3881.08311629193
1489,6037601900,15,4,5,4,2,1015152.6484375,4058.38985829498
1490,6037602104,18,4,5,5,4,1047490.7421875,4225.17251759452
1491,6037600801,11,2,5,3,1,1415922.0078125,4891.98000108261
1492,6037602700,14,4,5,2,3,3628755.60546875,7991.7676908438
1493,6037601100,16,3,5,5,3,934378.26171875,3866.64298335723
1494,6037600601,12,2,5,3,2,939999.01953125,3878.03545987471
1495,6037302104,17,4,4,4,5,838932.8359375,4531.40489895261
1496,6037300901,5,1,1,1,2,10180587.3710938,15871.6571956821
1497,6037320100,8,2,1,3,2,2804322.89453125,7961.11851355747
1498,6037106113,8,3,1,2,2,2118649.3046875,7280.01196117558
1499,6037311802,15,5,3,3,4,1210377.55078125,4597.82883356976
1500,6037302102,14,2,4,3,5,1519083.37890625,6750.06571527811
1501,6037302302,19,5,5,4,5,925872.53515625,4444.06931623562
1502,6037124400,10,1,3,2,4,1428067.1640625,4869.66177818694
1503,6037125200,12,4,4,2,2,1901375.07421875,5853.61377075473
1504,6037124700,9,3,3,1,2,1998518.34765625,6580.97074059932
1505,6037125100,11,3,4,2,2,1901242.203125,5854.02202530346
1506,6037127102,14,5,2,4,3,1254435.65625,4539.17217864538
1507,6037534102,18,4,5,5,4,1170174.7578125,5437.78899542067
1508,6037533104,17,2,5,5,5,498447.74609375,2831.04269397275
1509,6037533105,18,4,5,5,4,278100.62109375,2132.24271121737
1510,6037533601,19,5,5,5,4,797312.453125,4492.05990720403
1511,6037533602,19,5,5,5,4,1018978.40234375,5273.63603125931
1512,6037533501,19,5,5,5,4,614084.30078125,3268.00418324749
1513,6037205120,18,5,5,4,4,2140862.6875,7381.07463679307
1514,6037533804,15,4,4,4,3,741107.59765625,4097.6325650834
1515,6037460302,9,1,2,2,4,1923830.94140625,6522.65810973717
1516,6037800101,4,1,1,1,1,11848407.8125,20360.2907888682
1517,6037800102,4,1,1,1,1,77043957.984375,57063.8050169826
1518,6037800202,4,1,1,1,1,40091238.6367188,32759.5605937541
1519,6037651102,8,2,2,2,2,1215043.80078125,5141.59404214864
1520,6037401704,15,3,4,3,5,2650601.4453125,7219.55198285034
1521,6037408722,8,1,3,2,2,3073117.90234375,7953.79100890011
1522,6037400900,11,4,2,2,3,2875377.375,7827.27183470772
1523,6037190700,17,4,5,3,5,939530.5390625,4606.1956829738
1524,6037403801,9,3,2,2,2,2756945.7265625,7967.77055204454
1525,6037405202,14,4,2,4,4,1402040.26171875,5025.08072449681
1526,6037404801,12,2,4,4,2,2032492.41796875,6310.10894879642
1527,6037404903,9,1,2,4,2,792006.21875,3882.12971267962
1528,6037405201,13,4,2,4,3,1977669.96875,6567.48658611215
1529,6037405600,10,2,3,2,3,3104664.1328125,8785.4772744763
1530,6037405203,11,3,2,4,2,1049177.02734375,5020.16925916112
1531,6037406200,17,4,4,4,5,2777160.19140625,9719.99127287892
1532,6037501802,10,1,4,2,3,1128544.10546875,5141.69304550281
1533,6037109400,13,3,3,3,4,1887624.2734375,6470.62594243054
1534,6037552602,12,2,2,4,4,1998098.70703125,6086.95228461826
1535,6037552700,11,2,2,3,4,1999743.73828125,6061.53406577456
1536,6037552601,12,2,2,4,4,1037507.3828125,4077.96266298066
1537,6037553100,8,2,1,3,2,3014822.30859375,8352.77438153241
1538,6037554514,10,3,2,2,3,2190733.24609375,7995.45721495523
1539,6037554516,6,1,1,2,2,2117192.5859375,7919.05885653784
1540,6037554600,12,3,3,4,2,1529086.41796875,5340.52665778941
1541,6037554521,13,4,3,2,4,7189249.6875,14178.3716394655
1542,6037214000,13,5,3,1,4,1475384.69140625,4920.67622801326
1543,6037214100,13,5,3,1,4,1620177.3125,5205.72214243134
1544,6037214400,10,3,3,1,3,503073.47265625,2930.30987324441
1545,6037214700,11,3,4,1,3,865850.203125,3766.20429312601
1546,6037214800,14,5,4,1,4,840024.90625,4138.06269457211
1547,6037214600,15,5,4,1,5,849219.68359375,3724.6221985386
1548,6037216100,13,5,4,2,2,988464.9140625,4116.19237971837
1549,6037571701,13,3,2,4,4,2779500.859375,9040.46635727097
1550,6037572100,12,2,4,3,3,1148273.64453125,4956.5438245574
1551,6037572301,17,5,5,4,3,1191527.3046875,7073.21730564601
1552,6037572302,10,2,2,3,3,1092338.7734375,4173.09896440766
1553,6037228600,17,3,5,5,4,768953.45703125,3527.13182180362
1554,6037229200,15,1,4,5,5,649135.08203125,3281.27808061561
1555,6037228800,19,5,5,5,4,1229513.5703125,4550.48299968394
1556,6037228900,20,5,5,5,5,755558.30078125,3552.4227773238
1557,6037231400,14,2,4,5,3,906042.06640625,3811.29335158973
1558,6037231220,17,4,4,5,4,1414253.5859375,4846.54964850645
1559,6037231500,12,1,3,5,3,1338094.7265625,4709.16417899389
1560,6037231710,18,4,4,5,5,474533.58203125,2925.86675373886
1561,6037232120,19,5,5,5,4,768928.71875,3582.91262960103
1562,6037236400,8,1,4,2,1,1955880.5859375,7118.04940803875
1563,6037236202,13,2,3,5,3,647327.79296875,3485.06735971319
1564,6037234200,13,2,5,2,4,1283526.78125,4796.17328875344
1565,6037261200,7,3,2,1,1,11103600.5625,21776.6185929036
1566,6037262100,5,1,2,1,1,12826054.4101563,25703.6253509982
1567,6037262400,4,1,1,1,1,16476003.390625,27497.3837454176
1568,6037262303,5,1,2,1,1,3812958.42578125,10655.2342921896
1569,6037262302,7,1,4,1,1,4473563.91015625,11850.4903755465
1570,6037267200,11,5,4,1,1,1725528.05078125,5450.67614120133
1571,6037241002,15,4,4,5,2,1033914.203125,4781.65920951898
1572,6037241001,17,5,5,5,2,1312183.30859375,6658.62963568004
1573,6037240402,16,4,5,5,2,873982.84375,4089.15162597152
1574,6037602507,15,5,3,4,3,470916.46875,2907.02082974863
1575,6037602506,15,5,3,4,3,469334.859375,2900.63953150887
1576,6037602505,17,5,3,5,4,470382.921875,2911.8348187702
1577,6037602504,16,5,3,4,4,468377.796875,2909.0673004768
1578,6037600303,12,1,4,5,2,529663.328125,3356.11065161099
1579,6037101300,5,1,1,1,2,3781233.109375,10813.1841826272
1580,6037651001,6,2,2,1,1,2068868.53125,7009.16086437293
1581,6037702600,8,2,4,1,1,3171732.484375,8868.77858732804
1582,6037670701,5,1,2,1,1,4333817.08984375,12360.5166980202
1583,6037670002,9,3,2,2,2,1247660.8984375,4680.20648295285
1584,6037294520,12,1,5,4,2,702814.76953125,3500.58183778504
1585,6037296600,15,4,2,4,5,1220661.52734375,4504.14698404036
1586,6037575103,16,4,3,4,5,695782.671875,3372.06492089772
1587,6037576402,15,3,2,5,5,470432.5546875,2913.70381455257
1588,6037575902,15,2,5,3,5,508691.61328125,2875.9811692144
1589,6037575401,20,5,5,5,5,1288683.65234375,4620.44981188791
1590,6037575901,15,3,4,3,5,706739.5,3558.38457519995
1591,6037575102,17,5,2,5,5,587704.20703125,3393.98411771561
1592,6037575803,20,5,5,5,5,289414.1171875,2538.36767492105
1593,6037297000,5,1,1,1,2,2099039.53125,6892.62759054527
1594,6037575801,18,5,4,4,5,629528.76171875,3163.47323305208
1595,6037294830,16,4,3,5,4,1282299.8515625,5022.28294706308
1596,6037294510,12,1,5,4,2,747304.8046875,3611.15528933011
1597,6037294900,17,5,4,5,3,939406.99609375,4997.19056873749
1598,6037296210,16,4,2,5,5,808236.59375,3517.78184043471
1599,6037294810,14,3,3,5,3,465157.6640625,2778.73317654274
1600,6037577501,8,1,1,1,5,1974064.1015625,5672.33575294
1601,6037575201,15,3,2,5,5,822470.04296875,3876.27833937416
1602,6037575202,17,4,3,5,5,586822.87890625,3390.94283646497
1603,6037104500,12,2,2,5,3,779213.03515625,4172.75416535803
1604,6037104810,11,5,1,4,1,1647893.58984375,5258.69163536323
1605,6037106403,7,1,1,3,2,1625409.21484375,5282.98078864053
1606,6037107010,10,2,1,3,4,1001192,4791.05166559266
1607,6037106641,5,1,1,1,2,1669435.6328125,7028.61402707086
1608,6037107020,11,5,1,3,2,1458941.94921875,5396.57235814423
1609,6037108101,5,1,1,1,2,1658013.76171875,5399.06463319286
1610,6037117530,14,3,2,5,4,819693.04296875,3670.73702170166
1611,6037119800,8,2,1,3,2,1822146.7421875,5513.88108342041
1612,6037117405,17,5,2,5,5,297276.8984375,2193.13670128715
1613,6037120010,13,5,2,4,2,827632.90625,3762.83705525173
1614,6037119900,7,1,1,3,2,1538000.81640625,5401.55916713468
1615,6037120030,17,5,2,5,5,523239.83984375,2918.08074206166
1616,6037119700,7,2,2,2,1,1930663.171875,7502.18557002214
1617,6037121010,12,2,4,4,2,2979549.58203125,7196.93032186639
1618,6037120300,9,3,2,3,1,2511168.37890625,6827.03820308714
1619,6037120020,15,4,2,5,4,808322.046875,5992.4039296071
1620,6037121020,12,2,4,3,3,1205135.953125,4839.64533746242
1621,6037117520,14,3,2,5,4,474231.8984375,2862.89119168437
1622,6037121210,13,2,2,4,5,2976646.1953125,6801.11278423649
1623,6037122120,11,3,3,3,2,1053595.83984375,4927.90465895857
1624,6037127520,18,5,3,5,5,535163.6015625,2946.67589327956
1625,6037600202,13,2,4,5,2,1209175.3125,5357.45626951571
1626,6037600501,13,2,5,3,3,949908.84375,3898.69868475701
1627,6037600400,13,1,5,4,3,1428016.80078125,5857.99214740648
1628,6037296300,9,4,2,2,1,1538453.828125,6244.25506222292
1629,6037600702,11,3,4,3,1,3578901.7265625,8830.22030696219
1630,6037135202,5,1,1,1,2,2571274.1640625,6569.98269370532
1631,6037135203,5,1,1,1,2,6583748.4609375,12301.5295806965
1632,6037137302,5,1,1,1,2,3581701.5078125,9219.01747397628
1633,6037132900,10,4,1,2,3,1748103.11328125,6705.65875678807
1634,6037131200,10,2,1,2,5,1654254.12109375,5347.69790539133
1635,6037131600,8,2,1,3,2,3217066.45703125,7170.59750579832
1636,6037137301,4,1,1,1,1,2354305.33203125,7456.12865245214
1637,6037137201,12,3,5,2,2,2921063.90625,7065.24717068447
1638,6037137504,5,1,1,1,2,5616799.68359375,12074.2607389766
1639,6037137401,9,3,2,2,2,3482255.78515625,9748.27310611935
1640,6037460900,8,2,1,3,2,3587346.203125,9298.74051114891
1641,6037461700,8,3,1,1,3,3242109.0234375,10243.0723486248
1642,6037462400,9,2,1,2,4,1922425.828125,5709.34346747281
1643,6037462100,8,2,1,3,2,1531469.015625,5060.44454230621
1644,6037461600,12,3,2,3,4,2430543.03515625,6633.63832386307
1645,6037462500,9,1,2,2,4,3758568.94140625,11482.8834134405
1646,6037463000,9,2,1,2,4,2635629.16015625,6651.78818230315
1647,6037404803,17,4,4,4,5,702042.39453125,5198.88634718038
1648,6037404802,14,4,4,4,2,1538383.90625,5692.04683863267
1649,6037405001,9,2,2,3,2,2480208.58203125,7067.17572580256
1650,6037405800,8,2,2,2,2,2762269.82421875,7705.09431902765
1651,6037430002,11,3,1,3,4,3147021.3125,9799.81196607077
1652,6037407400,10,1,3,3,3,885874.65234375,3789.94147108177
1653,6037190510,19,5,5,4,5,466025.25,2938.90451759668
1654,6037403722,11,4,1,3,3,2636675.72265625,6844.35153771751
1655,6037501900,8,1,3,2,2,2017451.75,6223.68501292767
1656,6037503301,9,1,3,1,4,1589467.0625,5298.15179518289
1657,6037502100,17,5,4,3,5,2812423.71484375,7437.39009119928
1658,6037502200,13,4,3,3,3,2577351.62109375,6999.14121673015
1659,6037502301,13,4,4,3,2,2329256.12109375,6429.52623846106
1660,6037503202,12,1,3,3,5,1654528.61328125,5861.83241286831
1661,6037503401,9,1,3,2,3,2828770.9765625,7023.14371016554
1662,6037553200,12,2,3,3,4,2803249.45703125,7501.5536168289
1663,6037554700,11,3,3,3,2,1166384.6875,5067.77752385246
1664,6037554801,15,5,3,4,3,1313841.96875,5553.8852092758
1665,6037553701,11,2,2,5,2,1581781.84375,6797.48259167282
1666,6037553801,15,4,3,5,3,1893243.4609375,5817.42549480177
1667,6037553502,16,5,2,4,5,1842735.53125,5673.92821604916
1668,6037553601,13,4,3,4,2,2962617.2578125,9890.09509500042
1669,6037106520,12,4,1,3,4,3244207.9296875,7307.72148234652
1670,6037400603,10,3,2,2,3,12982003.1484375,22979.653902191
1671,6037553901,14,5,2,3,4,1864518.8203125,5791.54718788163
1672,6037543501,14,3,5,4,2,3882515.6796875,12740.5886130239
1673,6037555002,13,4,3,3,3,1328594.3359375,4694.75071506573
1674,6037571900,8,3,2,1,2,2829113.8671875,8759.49229524525
1675,6037572400,13,3,5,3,2,811809.46484375,4683.53500406903
1676,6037572002,14,3,3,3,5,1502405.47265625,5122.25178085466
1677,6037572001,10,3,2,1,4,2096796.19921875,6169.43914449473
1678,6037573700,7,1,1,1,4,2639056.03515625,6764.21749207649
1679,6037573800,6,2,1,1,2,2223644.90234375,6553.29486206627
1680,6037573902,11,4,2,1,4,991958.00390625,5207.29268896117
1681,6037264301,10,2,4,1,3,613245.94921875,3202.1743989367
1682,6037265520,11,5,4,1,1,1121377.94140625,4937.47958941499
1683,6037262601,4,1,1,1,1,5394072.54296875,12760.233753355
1684,6037265305,8,2,3,2,1,451802.23046875,3666.94963013385
1685,6037265420,7,2,3,1,1,1059721.84375,4536.12351555538
1686,6037265303,8,1,3,2,2,214034.83984375,2113.41901713686
1687,6037265304,10,1,4,3,2,191995.921875,2157.38022613898
1688,6037265100,7,2,2,1,2,3454476.71484375,8957.48272267639
1689,6037264000,6,2,2,1,1,2735822.8125,8452.01895828685
1690,6037265510,12,4,4,2,2,560354.69140625,3054.377679012
1691,6037980033,0,0,1,0,5,41509674.9023438,31441.5378959174
1692,6037980031,7,4,1,1,1,37394200.3789063,30079.8715518347
1693,6037980030,0,0,4,0,1,6226453.43359375,11043.1434027312
1694,6037980019,6,2,1,2,1,64559914.59375,56831.4564868462
1695,6037980018,0,0,4,0,3,10736333.3671875,20351.7619465595
1696,6037239701,17,5,5,5,2,596295.921875,3487.23094010155
1697,6037239602,16,5,5,5,1,522685.703125,3408.19035184367
1698,6037239601,17,5,5,5,2,615684.66796875,3527.47964648185
1699,6037239502,16,3,5,5,3,746120.1796875,3976.68293452775
1700,6037239501,18,5,4,5,4,691179.46875,3887.25749407156
1701,6037601501,14,2,5,5,2,688665.4453125,3869.6462616915
1702,6037670405,4,1,1,1,1,2187178.69921875,8048.64993778855
1703,6037101220,12,3,1,4,4,1026835.6875,4673.86960363302
1704,6037670702,4,1,1,1,1,9852750.2421875,22408.4268261333
1705,6037670500,4,1,1,1,1,11237195.0976563,17542.768981945
1706,6037651222,6,2,2,1,1,2212689.48828125,6631.57223851393
1707,6037651302,4,1,1,1,1,3487459.4453125,11489.6042464426
1708,6037651002,7,3,2,1,1,1710501.6875,5682.36258545416
1709,6037575402,20,5,5,5,5,471328.9296875,2914.82176208427
1710,6037113233,12,2,2,4,4,1674381.34765625,6164.18825257177
1711,6037573002,17,4,3,5,5,470308.38671875,2912.4035296553
1712,6037577200,10,2,2,1,5,1438995.18359375,5152.51986183699
1713,6037573402,14,3,3,3,5,4286358.32421875,12619.2363259054
1714,6037571800,8,2,3,1,2,4029486.3828125,9520.59227797992
1715,6037575802,20,5,5,5,5,466246.63671875,2903.47615344892
1716,6037573403,11,5,3,1,2,2464790.98046875,8844.72248482904
1717,6037575500,0,0,2,4,5,2005154.6875,6468.66873750068
1718,6037108102,7,2,1,2,2,3203218.39453125,6958.626360941
1719,6037108103,8,3,1,2,2,3768773.1015625,13474.8663757856
1720,6037109300,11,4,2,2,3,1806915.12890625,6451.07727497786
1721,6037109200,9,3,2,1,3,1742445.68359375,5536.00572605429
1722,6037109500,13,4,2,4,3,1761087.3125,7581.50316741433
1723,6037111202,6,2,1,1,2,2743755.953125,7655.2059745955
1724,6037111301,8,2,1,3,2,2938245.85546875,7888.36970123664
1725,6037111302,9,2,1,2,4,2271337.4296875,6574.35489931722
1726,6037111400,8,1,1,3,3,2657314.78125,6697.78943603384
1727,6037109700,9,3,2,2,2,2335447.61328125,6619.41124784696
1728,6037920332,5,2,1,1,1,6286052.97265625,13351.9477661901
1729,6037121600,12,4,3,3,2,1671538.81640625,6036.45071066483
1730,6037541802,16,4,4,4,4,1592994.40625,5485.00796303808
1731,6037540700,13,3,4,4,2,1665953.8203125,5956.52184994651
1732,6037540901,12,2,4,5,1,1696493.15234375,5795.80324290388
1733,6037540800,10,3,3,3,1,2902090.734375,9724.79705120293
1734,6037540902,10,3,3,3,1,3670486.80859375,7644.44844855109
1735,6037541605,14,3,3,5,3,1261769.57421875,5151.34735981437
1736,6037139303,17,5,3,4,5,608415.7265625,3336.11877376364
1737,6037139301,10,3,5,1,1,4225998.15234375,9911.15254808637
1738,6037460301,6,1,2,2,1,7282632.1015625,14701.2887529066
1739,6037460200,6,1,2,1,2,4711381.77734375,9976.97546721513
1740,6037300800,8,3,1,2,2,8994951.82421875,17114.4241111028
1741,6037460501,4,1,1,1,1,11072660.09375,22057.9296684611
1742,6037461100,7,1,1,3,2,2865063.66015625,7221.96384871988
1743,6037460600,4,1,1,1,1,6235519.75390625,13698.6131372872
1744,6037137502,10,2,2,2,4,3060637.453125,7094.24812014926
1745,6037139302,16,5,3,3,5,491211.49609375,2930.12190415207
1746,6037139200,10,2,3,2,3,1686210.234375,5169.18106587756
1747,6037139701,5,1,1,1,2,4974774.09375,12115.3543649023
1748,6037139703,5,1,1,1,2,6922741.47265625,15137.1809360888
1749,6037131020,12,5,2,3,2,2124481.62109375,6502.14324186166
1750,6037141400,10,2,3,1,4,2927126.6171875,7156.99984134126
1751,6037141302,11,3,3,2,3,1858973.75,6247.43331930519
1752,6037143100,11,5,3,1,2,2609595.73828125,6910.33180615774
1753,6037462800,15,5,3,3,4,1649100.39453125,5644.87608890117
1754,6037463101,9,2,2,2,3,1654260.05859375,6831.26721655268
1755,6037462900,8,3,2,1,2,3462024.4765625,7858.24329352466
1756,6037462700,13,5,2,2,4,2458712.32421875,6537.36483505686
1757,6037300400,8,3,1,1,3,2950876.83203125,8792.7391192266
1758,6037462600,6,1,1,1,3,1537679.9609375,5866.48197841001
1759,6037463200,9,3,1,1,4,2375725.8046875,8570.64017680526
1760,6037406101,12,5,2,2,3,2032493.61328125,6478.91688299622
1761,6037430102,11,4,2,3,2,1893497.39453125,7821.20610998321
1762,6037404702,15,2,5,4,4,1685732.1796875,5965.53941702498
1763,6037404701,16,3,5,4,4,2487794.6640625,6730.31642969711
1764,6037408623,13,2,4,3,4,1396068.17578125,4813.0558258542
1765,6037403319,8,1,4,2,1,3275654.59375,7708.80199707293
1766,6037408401,16,4,5,3,4,1683162.19921875,6264.80810229961
1767,6037460700,5,2,1,1,1,10912670.4882813,16560.5775903149
1768,6037503702,10,1,3,2,4,2514141.6640625,7100.83129837883
1769,6037532102,15,3,5,3,4,1486889.79296875,4991.3138601367
1770,6037503402,9,1,3,2,3,2328882.41015625,6507.62617144393
1771,6037501600,9,1,4,2,2,14272517.2617188,17665.8885847709
1772,6037503501,10,2,3,3,2,2269213.81640625,8187.13871441408
1773,6037503502,7,1,2,2,2,1818756.8828125,6576.49594956727
1774,6037503601,9,2,3,2,2,2028101.94140625,6151.90736838784
1775,6037109100,11,3,2,2,4,3985103.50390625,9726.29604955696
1776,6037553702,13,2,3,4,4,1246081.98046875,6567.30068877896
1777,6037554101,14,4,2,4,4,688678.61328125,4632.68421011871
1778,6037553802,18,4,5,4,5,2587780.390625,8958.96463360153
1779,6037554001,10,3,3,2,2,1576076.40234375,5919.500624343
1780,6037602200,11,3,5,2,1,3075696.203125,8699.52399028364
1781,6037603400,12,5,2,3,2,1651583.16796875,5733.56878112064
1782,6037106510,7,3,1,2,1,8434334.65625,13705.1546910954
1783,6037603004,16,4,4,4,4,326957.61328125,3015.91819958671
1784,6037574202,15,5,4,2,4,1969267.0703125,7334.59189678576
1785,6037574201,13,4,3,2,4,1877099.71484375,5818.96684805264
1786,6037574601,7,3,2,1,1,1887459.66015625,7117.31059996455
1787,6037320300,12,2,2,4,4,2519707.19140625,6758.71589640675
1788,6037291210,17,5,5,5,2,1807670.44921875,5760.57881356407
1789,6037570203,19,5,4,5,5,1897299.38671875,5829.18176562937
1790,6037291220,17,5,5,5,2,1189548.15625,4529.11287195812
1791,6037291300,12,4,5,2,1,3492725.04296875,11543.3681171218
1792,6037103300,6,2,1,1,2,9008680.82421875,13743.895940863
1793,6037265700,8,2,3,2,1,1800622.9296875,5609.90452203481
1794,6037265410,10,4,4,1,1,827309.37890625,5356.5173409858
1795,6037265301,10,4,3,2,1,2328629.109375,7518.36209970677
1796,6037183101,8,2,2,2,2,1417997.67578125,6275.50299532171
1797,6037267100,9,2,4,2,1,1619758.9765625,5248.42965711156
1798,6037264302,6,2,2,1,1,2466872.7265625,8137.7515493091
1799,6037267300,15,5,5,2,3,628154.10546875,3194.88885933602
1800,6037267402,13,3,5,2,3,625981.09765625,3256.41293792389
1801,6037267501,14,4,5,3,2,662669.37109375,3339.19744745219
1802,6037267502,12,3,5,2,2,635396.0078125,3286.96846022722
1803,6037267600,13,5,5,1,2,1846793.48046875,5593.295118281
1804,6037239202,19,5,5,5,4,1865392.7109375,5835.40820348335
1805,6037239201,18,4,5,5,4,660793.93359375,3272.1919706801
1806,6037237402,13,4,3,4,2,759906.69921875,3543.16903643562
1807,6037237401,11,2,3,4,2,755679.40625,3518.44984980075
1808,6037237202,16,5,4,5,2,1611623.078125,5292.79406331839
1809,6037237201,16,4,4,5,3,661198.63671875,3272.2442138216
1810,6037237101,16,3,4,5,4,914775.40625,3807.62874289597
1811,6037236204,13,2,3,5,3,339373.92578125,2459.72398019606
1812,6037236203,15,2,4,5,4,488455.52734375,3976.97599969693
1813,6037234902,17,4,4,5,4,653188.0078125,3666.93560878912
1814,6037222001,12,1,4,3,4,692415.63671875,3369.11753590312
1815,6037221602,20,5,5,5,5,763024.87109375,4414.12936262999
1816,6037221601,17,5,5,4,3,540092.26171875,3054.14515804193
1817,6037221402,20,5,5,5,5,787788.4609375,4725.64158920573
1818,6037430721,10,3,1,2,4,5963631.2578125,11696.6854724978
1819,6037670406,5,1,1,2,1,1730636.921875,5351.81620570537
1820,6037670202,5,2,1,1,1,4324929.01171875,9917.74669888622
1821,6037301601,16,4,3,4,5,3316913.96484375,9619.4714721799
1822,6037670003,10,5,2,2,1,2185267.4296875,6789.90755999297
1823,6037670411,4,1,1,1,1,4196798.9296875,10593.7328236394
1824,6037211120,19,5,5,4,5,828461.703125,3878.31198659835
1825,6037572600,9,3,1,3,2,1854475.1328125,5769.02374347153
1826,6037573300,15,2,4,5,4,1146122.58984375,4865.21994275734
1827,6037575300,20,5,5,5,5,941126.76171875,3880.4940118556
1828,6037572900,16,5,2,5,4,1122770.5546875,4378.0135309292
1829,6037573201,14,2,2,5,5,874692.54296875,3804.10323530818
1830,6037573100,11,1,2,4,4,1722331.7265625,5496.2211419462
1831,6037572700,11,3,1,4,3,1552383.9453125,5144.3937128131
1832,6037572800,15,4,3,3,5,1567798.1796875,6086.63323249433
1833,6037577000,11,3,2,2,4,2681831.90625,7955.12206062056
1834,6037542200,15,5,2,4,4,2020687.68359375,6248.07542685779
1835,6037573202,14,2,3,5,4,942077.984375,3882.44128966605
1836,6037910205,9,2,1,3,3,43199581.6367188,29804.5324053911
1837,6037910705,9,1,1,3,4,8462943.96484375,11468.1586519632
1838,6037910206,6,1,1,2,2,74664967.796875,45823.7703379823
1839,6037920328,6,3,1,1,1,3536735.87890625,7700.58782391035
1840,6037920330,6,2,1,1,2,4849317.49609375,8879.16223040169
1841,6037920329,5,2,1,1,1,3232967.90625,7697.09400518974
1842,6037109601,11,2,2,3,4,3297949.7265625,7405.22879257332
1843,6037920303,6,3,1,1,1,75756144.6367188,50429.9844528438
